Date,Open,High,Low,Close,Adj Close,Volume
2019-04-05,1568.229980,1582.609985,1568.229980,1582.560059,1582.560059,3146820000
2019-04-08,1581.349976,1581.349976,1571.209961,1579.000000,1579.000000,3054030000
2019-04-09,1577.510010,1577.510010,1558.390015,1559.680054,1559.680054,3007980000
2019-04-10,1560.020020,1581.650024,1560.020020,1581.550049,1581.550049,3062380000
2019-04-11,1581.930054,1583.729980,1577.369995,1579.140015,1579.140015,2938540000
2019-04-12,1581.380005,1589.729980,1580.229980,1584.800049,1584.800049,3688490000
2019-04-15,1585.170044,1587.979980,1574.729980,1579.170044,1579.170044,3088330000
2019-04-16,1580.260010,1585.430054,1579.489990,1582.790039,1582.790039,3402210000
2019-04-17,1584.130005,1588.599976,1561.569946,1567.599976,1567.599976,3602300000
2019-04-18,1567.089966,1569.199951,1556.109985,1565.750000,1565.750000,3506850000
2019-04-22,1565.219971,1565.219971,1554.459961,1560.040039,1560.040039,2997950000
2019-04-23,1560.530029,1587.579956,1560.530029,1585.089966,1585.089966,3635030000
2019-04-24,1585.109985,1594.030029,1583.359985,1588.130005,1588.130005,3448960000
2019-04-25,1587.050049,1587.050049,1565.459961,1575.609985,1575.609985,3425280000
2019-04-26,1575.660034,1591.250000,1574.060059,1589.900024,1589.900024,3248500000
2019-04-29,1591.930054,1603.079956,1591.930054,1598.359985,1598.359985,3118780000
2019-04-30,1598.550049,1600.290039,1580.900024,1591.209961,1591.209961,3919330000
2019-05-01,1593.479980,1595.849976,1576.130005,1576.380005,1576.380005,3645850000
2019-05-02,1576.000000,1587.920044,1566.459961,1582.650024,1582.650024,3778890000
2019-05-03,1584.010010,1614.020020,1584.010010,1614.020020,1614.020020,3338120000
2019-05-06,1611.680054,1618.369995,1588.839966,1614.979980,1614.979980,3181520000
2019-05-07,1611.469971,1611.469971,1571.489990,1582.310059,1582.310059,3767100000
2019-05-08,1581.589966,1587.349976,1574.849976,1574.969971,1574.969971,3485790000
2019-05-09,1573.339966,1573.339966,1546.849976,1570.060059,1570.060059,3638820000
2019-05-10,1570.000000,1575.079956,1546.140015,1572.989990,1572.989990,3529600000
2019-05-13,1571.510010,1571.510010,1520.280029,1523.000000,1523.000000,3894030000
2019-05-14,1523.810059,1547.839966,1523.810059,1543.060059,1543.060059,3322720000
2019-05-15,1541.550049,1550.020020,1529.439941,1548.270020,1548.270020,3125950000
2019-05-16,1548.270020,1567.170044,1548.270020,1557.239990,1557.239990,3338060000
2019-05-17,1555.020020,1557.550049,1534.689941,1535.760010,1535.760010,3257950000
2019-05-20,1530.250000,1533.359985,1521.630005,1524.959961,1524.959961,3288870000
2019-05-21,1529.819946,1545.979980,1529.819946,1545.250000,1545.250000,3218700000
2019-05-22,1542.579956,1542.579956,1528.359985,1531.630005,1531.630005,3192510000
2019-05-23,1525.069946,1525.069946,1493.479980,1501.380005,1501.380005,3891980000
2019-05-24,1505.880005,1516.660034,1505.760010,1514.109985,1514.109985,2887390000
2019-05-28,1514.989990,1520.219971,1503.810059,1504.020020,1504.020020,4121410000
2019-05-29,1503.530029,1503.530029,1481.420044,1489.949951,1489.949951,3700050000
2019-05-30,1491.849976,1500.630005,1478.000000,1485.530029,1485.530029,3273790000
2019-05-31,1478.530029,1478.530029,1461.469971,1465.489990,1465.489990,3981020000
2019-06-03,1465.880005,1476.849976,1460.489990,1469.979980,1469.979980,3943810000
2019-06-04,1475.319946,1508.650024,1475.319946,1508.560059,1508.560059,3810430000
2019-06-05,1510.099976,1514.250000,1494.079956,1506.790039,1506.790039,3548830000
2019-06-06,1506.349976,1508.540039,1490.770020,1499.290039,1499.290039,3396410000
2019-06-07,1504.680054,1518.920044,1504.680054,1514.390015,1514.390015,3220250000
2019-06-10,1516.619995,1535.640015,1516.619995,1523.560059,1523.560059,3209210000
2019-06-11,1525.030029,1536.160034,1513.209961,1519.109985,1519.109985,3548420000
2019-06-12,1518.640015,1522.000000,1512.400024,1519.790039,1519.790039,3034130000
2019-06-13,1520.520020,1536.020020,1520.520020,1535.800049,1535.800049,3069810000
2019-06-14,1535.319946,1535.319946,1522.420044,1522.500000,1522.500000,2922330000
2019-06-17,1523.250000,1538.579956,1523.250000,1532.750000,1532.750000,2810140000
2019-06-18,1532.869995,1560.180054,1532.869995,1550.229980,1550.229980,3437620000
2019-06-19,1550.459961,1556.449951,1547.589966,1555.579956,1555.579956,3287890000
2019-06-20,1560.310059,1570.739990,1556.079956,1563.489990,1563.489990,3905940000
2019-06-21,1561.880005,1561.880005,1546.130005,1549.630005,1549.630005,5000120000
2019-06-24,1550.099976,1551.650024,1530.079956,1530.079956,1530.079956,3136250000
2019-06-25,1530.989990,1533.239990,1520.500000,1521.040039,1521.040039,3578050000
2019-06-26,1523.260010,1530.130005,1520.040039,1521.890015,1521.890015,3478130000
2019-06-27,1518.880005,1546.550049,1518.880005,1546.550049,1546.550049,3122920000
2019-06-28,1548.119995,1568.599976,1548.119995,1566.569946,1566.569946,5420700000
2019-07-01,1574.650024,1586.770020,1562.780029,1566.569946,1566.569946,3513270000
2019-07-02,1569.530029,1569.530029,1552.930054,1560.540039,1560.540039,3206840000
2019-07-03,1562.189941,1572.119995,1562.189941,1572.119995,1572.119995,1963720000
2019-07-05,1571.109985,1575.790039,1559.579956,1575.619995,1575.619995,2434210000
2019-07-08,1574.229980,1574.229980,1559.020020,1561.390015,1561.390015,2904550000
2019-07-09,1559.010010,1562.729980,1554.119995,1562.589966,1562.589966,3028210000
2019-07-10,1564.650024,1572.819946,1558.800049,1565.050049,1565.050049,3154240000
2019-07-11,1565.459961,1567.949951,1552.400024,1557.920044,1557.920044,3154620000
2019-07-12,1558.650024,1574.479980,1558.650024,1570.000000,1570.000000,2974960000
2019-07-15,1570.729980,1573.880005,1558.780029,1561.819946,1561.819946,2874970000
2019-07-16,1561.489990,1569.619995,1558.239990,1562.000000,1562.000000,3290650000
2019-07-17,1561.750000,1561.750000,1547.760010,1550.780029,1550.780029,3181600000
2019-07-18,1550.319946,1557.400024,1546.020020,1555.619995,1555.619995,3296580000
2019-07-19,1554.920044,1561.560059,1547.640015,1547.900024,1547.900024,3260360000
2019-07-22,1549.729980,1554.290039,1543.560059,1544.780029,1544.780029,3003720000
2019-07-23,1546.119995,1555.199951,1544.760010,1554.959961,1554.959961,3313660000
2019-07-24,1554.089966,1581.630005,1550.569946,1580.420044,1580.420044,3428980000
2019-07-25,1580.209961,1580.209961,1560.650024,1561.449951,1561.449951,3645270000
2019-07-26,1561.930054,1581.530029,1561.930054,1578.969971,1578.969971,3257590000
2019-07-29,1578.900024,1580.020020,1565.630005,1569.030029,1569.030029,3203710000
2019-07-30,1567.650024,1586.319946,1557.969971,1585.599976,1585.599976,3634330000
2019-07-31,1586.760010,1599.400024,1568.400024,1574.609985,1574.609985,4623430000
2019-08-01,1574.930054,1587.810059,1546.550049,1550.760010,1550.760010,4762300000
2019-08-02,1550.459961,1550.459961,1522.369995,1533.660034,1533.660034,3874660000
2019-08-05,1532.390015,1532.390015,1472.660034,1487.410034,1487.410034,4513730000
2019-08-06,1487.680054,1502.859985,1483.400024,1502.089966,1502.089966,4154240000
2019-08-07,1501.530029,1504.589966,1478.449951,1500.689941,1500.689941,4491750000
2019-08-08,1502.319946,1533.500000,1502.319946,1532.130005,1532.130005,4106370000
2019-08-09,1530.959961,1530.959961,1509.959961,1513.040039,1513.040039,3350640000
2019-08-12,1512.760010,1512.760010,1495.630005,1495.900024,1495.900024,2851630000
